uniprotkb_canonical_ac,ensembl_gene_id
Q6UWH6-1,ENSG00000144043
Q6UWH4-1,ENSG00000164125
Q8NI38-1,ENSG00000167604
Q8NI32-1,ENSG00000150556
Q8NI37-1,ENSG00000196850
Q8NI36-1,ENSG00000134987
Q8NI35-1,ENSG00000132849
O14727-1,ENSG00000120868
Q96I15-1,ENSG00000132330
A0A994J5G1-1,ENSG00000284130
Q9UL12-1,ENSG00000123453
Q9BR84-1,ENSG00000188321
Q8N323-1,ENSG00000095110
Q9H0W7-1,ENSG00000173451
Q8N7M2-1,ENSG00000167637
Q8N7M0-1,ENSG00000152760
Q14257-1,ENSG00000117906
Q9UL19-1,ENSG00000133321
A0A8Q3WKH5-1,ENSG00000249467
P53673-1,ENSG00000196431
Q8TDC0-1,ENSG00000164591
A0A0B4J1Z2-1,ENSG00000242580
A0A1B0GUU1-1,ENSG00000267221
Q04828-1,ENSG00000187134
Q15061-1,ENSG00000163811
Q9NNX1-1,ENSG00000143367
Q15063-1,ENSG00000133110
Q15067-1,ENSG00000161533
Q9NNX9-1,ENSG00000169059
O00584-1,ENSG00000026297
O95229-1,ENSG00000122952
O95221-1,ENSG00000149133
O95222-1,ENSG00000184933
O15131-1,ENSG00000196911
Q8NHK3-1,ENSG00000278414
P36941-1,ENSG00000111321
O60683-1,ENSG00000157911
Q92914-1,ENSG00000161958
Q92915-1,ENSG00000102466
Q9H2V7-1,ENSG00000169682
Q92911-1,ENSG00000105641
Q92913-1,ENSG00000129682
Q92918-1,ENSG00000104814
B2RBV5-1,ENSG00000170846
P48742-1,ENSG00000274577
Q5T870-1,ENSG00000203783
P15927-1,ENSG00000117748
P15924-1,ENSG00000096696
P15923-1,ENSG00000071564
O75346-1,ENSG00000256771
Q8TCC3-1,ENSG00000185414
P05112-1,ENSG00000113520
Q8TCC7-1,ENSG00000149452
Q8IYL3-1,ENSG00000198912
Q9UHP3-2,ENSG00000155313
A4UGR9-1,ENSG00000163092
A0A075B6R9-1,ENSG00000241566
O43143-1,ENSG00000109606
Q15935-1,ENSG00000175691
O43147-1,ENSG00000141258
Q14088-1,ENSG00000134594
P62633-1,ENSG00000169714
Q9UI09-1,ENSG00000184752
Q86Z23-1,ENSG00000186897
Q86Z20-1,ENSG00000183323
Q9BSL1-1,ENSG00000130560
Q99929-1,ENSG00000183734
P06870-1,ENSG00000167748
Q9UIL1-1,ENSG00000153130
Q56UN5-1,ENSG00000176601
Q8IWV7-1,ENSG00000159459
Q8IWV2-1,ENSG00000144619
Q8IWV1-1,ENSG00000122188
Q9H9E3-1,ENSG00000103051
Q9H9E1-1,ENSG00000164331
Q13191-1,ENSG00000114423
P15863-1,ENSG00000125813
Q9HCY8-1,ENSG00000189334
Q13449-1,ENSG00000185565
P63241-1,ENSG00000132507
P63244-1,ENSG00000204628
Q13443-1,ENSG00000168615
Q13442-1,ENSG00000106244
Q13445-1,ENSG00000099203
Q13444-1,ENSG00000143537
P48751-1,ENSG00000114923
Q96BI3-1,ENSG00000117362
Q8TBK2-1,ENSG00000103037
Q96BI1-1,ENSG00000276130
Q9Y265-1,ENSG00000175792
Q9Y263-1,ENSG00000137055
Q9Y262-1,ENSG00000100129
Q16626-1,ENSG00000124733
A8MT65-1,ENSG00000214029
Q16625-1,ENSG00000197822
Q16623-1,ENSG00000106089
Q16620-1,ENSG00000148053
A8MT69-1,ENSG00000169689
Q16629-1,ENSG00000115875
Q06141-1,ENSG00000172016
Q6S8J7-1,ENSG00000188877
Q6S8J3-1,ENSG00000188219
Q5KU26-1,ENSG00000158270
P58753-1,ENSG00000150455
Q969Q0-1,ENSG00000165502
Q969Q1-1,ENSG00000158022
Q969Q4-1,ENSG00000152213
Q969Q5-1,ENSG00000169228
Q969Q6-1,ENSG00000092020
Q01518-1,ENSG00000131236
Q86WN2-1,ENSG00000184995
Q7Z4G1-1,ENSG00000188243
Q96C28-1,ENSG00000181135
P49901-1,ENSG00000163206
P49902-1,ENSG00000076685
P49903-1,ENSG00000086475
P49908-1,ENSG00000250722
Q96IP4-1,ENSG00000112773
Q5GH70-1,ENSG00000221947
Q5GH72-1,ENSG00000260903
Q5GH73-1,ENSG00000171044
Q8WYL5-1,ENSG00000084112
Q5GH76-1,ENSG00000206579
Q7Z434-1,ENSG00000088888
Q86TM6-1,ENSG00000162298
Q86TM3-1,ENSG00000184735
P09669-1,ENSG00000164919
Q99727-1,ENSG00000157150
Q53FT3-1,ENSG00000149196
O75908-1,ENSG00000167780
O75909-3,ENSG00000090061
Q9H106-1,ENSG00000125900
O75901-1,ENSG00000198774
P08118-1,ENSG00000263639
Q14008-1,ENSG00000175216
Q96SF2-1,ENSG00000198445
Q96SF7-1,ENSG00000092607
Q9H3P2-1,ENSG00000185049
Q9UKP4-1,ENSG00000136378
Q9UKP5-1,ENSG00000049192
Q9UKP6-1,ENSG00000181408
Q9UKP3-1,ENSG00000147166
Q5TBK1-1,ENSG00000139597
P0DV76-1,ENSG00000285657
Q96P15-1,ENSG00000206072
Q96P16-1,ENSG00000141425
Q96P11-1,ENSG00000130305
P47989-1,ENSG00000158125
Q8IV16-1,ENSG00000277494
Q8IV13-1,ENSG00000135083
A6NJ46-1,ENSG00000165066
Q96JB8-1,ENSG00000082126
O43462-1,ENSG00000012174
O43463-1,ENSG00000101945
O43464-1,ENSG00000115317
P07355-1,ENSG00000182718
P07359-1,ENSG00000185245
P07358-1,ENSG00000021852
Q9UQF0-1,ENSG00000242950
Q6P2M8-1,ENSG00000130822
Q96PM9-4,ENSG00000161642
Q9UDX3-1,ENSG00000133488
Q9UDX5-1,ENSG00000242114
Q9UDX4-1,ENSG00000100012
Q8N5Q1-1,ENSG00000180043
Q96A61-1,ENSG00000183718
Q92785-1,ENSG00000133884
Q5U651-1,ENSG00000105538
Q96A65-1,ENSG00000131558
Q9UBF6-1,ENSG00000114125
Q9NTI7-1,ENSG00000197852
Q8NDM7-1,ENSG00000197748
P59817-1,ENSG00000169548
Q9NUG6-1,ENSG00000088356
Q9NUG4-1,ENSG00000101331
Q5BJD5-1,ENSG00000166471
A6NC51-1,ENSG00000180061
A6NC57-1,ENSG00000181626
P06400-1,ENSG00000139687
P06401-1,ENSG00000082175
Q1XH10-1,ENSG00000180592
Q8WTP9-1,ENSG00000171402
Q9H6D8-1,ENSG00000115226
Q9H6D7-1,ENSG00000092036
Q9H6D3-1,ENSG00000158156
P30085-1,ENSG00000162368
P30084-1,ENSG00000127884
Q9Y4C8-1,ENSG00000122965
P30086-1,ENSG00000089220
Q96K80-1,ENSG00000135482
Q96K83-1,ENSG00000198795
Q969P0-1,ENSG00000162729
P33681-1,ENSG00000121594
H0Y354-1,ENSG00000263513
B1AK53-1,ENSG00000187017
Q9BUA6-1,ENSG00000106436
P08962-1,ENSG00000135404
P52333-1,ENSG00000105639
C9JJ37-1,ENSG00000222009
Q96H35-1,ENSG00000119446
Q9H7B2-1,ENSG00000197498
Q9H7B4-1,ENSG00000185420
Q13405-1,ENSG00000149792
A6NGN4-1,ENSG00000229571
P37088-1,ENSG00000111319
Q13404-4,ENSG00000244687
P31350-1,ENSG00000171848
Q9BVA1-1,ENSG00000137285
Q9BVA6-1,ENSG00000198855
P43080-1,ENSG00000048545
Q1MX18-1,ENSG00000188487
P07437-1,ENSG00000183311
P07438-1,ENSG00000169688
P01178-1,ENSG00000101405
P15498-1,ENSG00000141968
P0DMN0-1,ENSG00000213648
P09769-1,ENSG00000000938
O14682-1,ENSG00000171617
Q9BXT6-1,ENSG00000073146
Q9BXT4-1,ENSG00000095627
Q9BXT5-1,ENSG00000133863
Q9BXT2-1,ENSG00000130433
Q9BXT8-3,ENSG00000132972
Q96LL4-1,ENSG00000164743
Q96IW2-1,ENSG00000105251
Q92643-1,ENSG00000142892
Q7Z6W7-1,ENSG00000172404
P49914-1,ENSG00000136371
Q4G0X4-1,ENSG00000188997
Q9NPQ8-1,ENSG00000177963
Q96IW7-1,ENSG00000121542
Q96RI9-1,ENSG00000237110
A6NKW6-1,ENSG00000145642
Q96FC9-1,ENSG00000013573
Q96FC7-1,ENSG00000165443
Q86TP1-1,ENSG00000143363
Q5JT82-1,ENSG00000171872
A6NFH5-1,ENSG00000197416
P61313-1,ENSG00000174748
O95445-1,ENSG00000204444
O95447-1,ENSG00000157578
P11498-1,ENSG00000173599
Q99417-1,ENSG00000214114
Q99418-1,ENSG00000105443
P50748-1,ENSG00000184445
P50749-1,ENSG00000101265
Q6ZNC4-1,ENSG00000164684
Q96GC5-1,ENSG00000175581
Q96GC6-1,ENSG00000171606
Q6ZNC8-1,ENSG00000172197
P50747-1,ENSG00000159267
P12955-1,ENSG00000124299
Q9BY89-1,ENSG00000197077
P19793-1,ENSG00000186350
Q9NT22-1,ENSG00000183798
Q9BY84-1,ENSG00000111266
Q96PV4-1,ENSG00000198883
Q96PV6-2,ENSG00000276681
Q96PV7-1,ENSG00000146067
Q96PV0-1,ENSG00000227460
Q8N972-1,ENSG00000242852
A6NNY8-1,ENSG00000273820
P0C629-1,ENSG00000249730
Q8NH79-1,ENSG00000221931
Q8NH76-1,ENSG00000180919
Q14957-1,ENSG00000161509
Q14954-1,ENSG00000275306
Q14952-1,ENSG00000277163
Q14953-1,ENSG00000274739
P0C623-1,ENSG00000196383
Q2Y0W8-1,ENSG00000050438
A0A075B6U7-1,ENSG00000211866
Q30KR1-1,ENSG00000206034
O60487-1,ENSG00000149573
P13232-1,ENSG00000104432
P13236-1,ENSG00000275302
O60486-1,ENSG00000136040
Q96D46-1,ENSG00000169251
O00287-1,ENSG00000133111
Q71UM5-1,ENSG00000185088
Q5GJ75-1,ENSG00000183578
Q5XKR9-1,ENSG00000182518
Q8NAG6-2,ENSG00000160117
Q9UJC3-1,ENSG00000134709
A0A075B6Z0-1,ENSG00000211867
Q9UJC5-1,ENSG00000198478
Q6IMN6-1,ENSG00000110888
Q6UVK1-1,ENSG00000173546
Q5VV17-1,ENSG00000165312
Q5VV16-1,ENSG00000204779
O00425-1,ENSG00000136231
Q15386-1,ENSG00000009335
O00421-1,ENSG00000121797
P0DPE3-1,ENSG00000284730
O00423-1,ENSG00000066629
O00422-1,ENSG00000150459
Q8TAC1-1,ENSG00000175449
O00429-1,ENSG00000087470
Q15389-1,ENSG00000154188
O75916-1,ENSG00000108370
Q05923-1,ENSG00000158050
Q05925-1,ENSG00000163064
O15304-1,ENSG00000184990
O15305-1,ENSG00000140650
Q6PI77-1,ENSG00000198908
Q6PI73-1,ENSG00000275539
P28288-1,ENSG00000117528
Q9NYA1-1,ENSG00000176170
O43264-1,ENSG00000086827
Q9NYA3-1,ENSG00000159289
Q9NYA4-1,ENSG00000108389
P00918-1,ENSG00000104267
Q14168-1,ENSG00000108852
Q14166-1,ENSG00000100304
Q14165-1,ENSG00000110917
Q14164-1,ENSG00000263528
Q6P0Q8-1,ENSG00000086015
Q14162-1,ENSG00000074660
Q14161-1,ENSG00000139436
Q14160-1,ENSG00000274287
Q53R41-1,ENSG00000138399
A6NMZ5-1,ENSG00000260811
A6NMZ2-1,ENSG00000188817
P49366-1,ENSG00000095059
P49368-1,ENSG00000163468
P01570-1,ENSG00000228083
Q8IUQ4-1,ENSG00000196470
P63167-1,ENSG00000088986
P63165-1,ENSG00000116030
P63162-1,ENSG00000128739
E9PAV3-1,ENSG00000196531
P61457-1,ENSG00000166228
A6NLX3-1,ENSG00000183318
A6NKL6-1,ENSG00000206432
A6NLX4-1,ENSG00000185863
Q8IXQ6-1,ENSG00000138496
H3BV60-1,ENSG00000260001
Q9BRK4-1,ENSG00000107816
X6R8R1-1,ENSG00000277758
Q9NU22-1,ENSG00000112159
P06727-1,ENSG00000110244
P06729-1,ENSG00000116824
Q6ZR52-1,ENSG00000196268
Q9HBZ2-1,ENSG00000172379
Q9HCJ1-1,ENSG00000154122
A6NJB7-1,ENSG00000188368
Q9HCJ3-1,ENSG00000162437
Q8WWT9-1,ENSG00000158296
Q9Y2X0-1,ENSG00000282092
Q9Y2X3-1,ENSG00000055044
Q9Y2X7-1,ENSG00000108262
Q9Y6R6-1,ENSG00000128000
Q9Y2X8-1,ENSG00000078967
Q9H808-1,ENSG00000104953
Q08426-1,ENSG00000113790
Q2WGJ9-1,ENSG00000214814
Q2WGJ8-1,ENSG00000261587
Q9Y4R7-1,ENSG00000214021
Q9Y4R8-1,ENSG00000100726
Q14397-1,ENSG00000084734
Q9UIQ6-1,ENSG00000113441
Q96EH5-1,ENSG00000163923
O60759-1,ENSG00000115165
O60755-1,ENSG00000128310
Q99574-1,ENSG00000163536
O60285-1,ENSG00000074590
Q5T1H1-3,ENSG00000188107
O60282-1,ENSG00000276734
O75718-1,ENSG00000170275
O75717-1,ENSG00000198554
O75716-1,ENSG00000115661
O75715-1,ENSG00000224586
O75711-1,ENSG00000164106
Q12983-1,ENSG00000176171
Q96Q91-1,ENSG00000113073
Q9Y608-1,ENSG00000093167
Q8WXS3-2,ENSG00000164929
Q8WXS5-1,ENSG00000142408
Q8WXS4-1,ENSG00000171227
Q8WXS8-1,ENSG00000138316
Q9NR99-1,ENSG00000101825
Q12988-1,ENSG00000169271
Q8IW92-1,ENSG00000149328
Q8IW93-1,ENSG00000142632
Q70CQ1-1,ENSG00000164663
Q70CQ4-1,ENSG00000103404
Q9GZX7-1,ENSG00000111732
Q9GZX6-1,ENSG00000127318
Q9GZX5-1,ENSG00000256683
Q9GZX3-1,ENSG00000183196
A6NI61-1,ENSG00000187616
Q9NR90-1,ENSG00000187191
Q9NR97-1,ENSG00000101916
Q5VXT5-1,ENSG00000143028
Q9NR96-1,ENSG00000239732
Q5T4F4-1,ENSG00000155256
Q9NVE5-1,ENSG00000085982
Q6PIL6-1,ENSG00000281758
Q8N1D5-1,ENSG00000157330
Q7L3B6-1,ENSG00000106993
Q8IVN3-1,ENSG00000272573
Q9BQ69-1,ENSG00000133315
P15056-1,ENSG00000157764
Q9BQ65-1,ENSG00000103005
Q9BQ67-1,ENSG00000105447
Q9BQ66-1,ENSG00000213416
Q9BQ61-1,ENSG00000123144
Q8TBH0-1,ENSG00000105643
Q96B86-1,ENSG00000182175
P09958-1,ENSG00000140564
Q9H0E9-1,ENSG00000112983
Q7Z460-1,ENSG00000074054
Q9H0E3-1,ENSG00000136715
Q9H0E2-1,ENSG00000078902
P62820-1,ENSG00000138069
B2RTY4-1,ENSG00000066933
Q5EBL2-1,ENSG00000197483
A0A0G2JMI3-1,ENSG00000275148
P51854-3,ENSG00000007350
Q9Y6G9-1,ENSG00000144635
P05496-1,ENSG00000159199
Q9HAP2-1,ENSG00000175727
Q9H1A7-1,ENSG00000168255
Q9H1A4-1,ENSG00000153107
Q9H1A3-1,ENSG00000197006
P43320-1,ENSG00000244752
Q5HYW3-1,ENSG00000242732
H0YM25-1,ENSG00000277865
Q9UKX2-1,ENSG00000125414
Q5HY64-1,ENSG00000198173
P15516-1,ENSG00000205649
P15514-1,ENSG00000109321
P15515-1,ENSG00000126550
A0A087WXM9-1,ENSG00000239642
Q6EIG7-1,ENSG00000205846
A2A2Z9-1,ENSG00000230453
Q8N998-1,ENSG00000179071
Q5SYB0-1,ENSG00000070601
Q6PHW0-1,ENSG00000009765
B3SHH9-1,ENSG00000232258
P53634-1,ENSG00000109861
Q9BVW5-1,ENSG00000075131
P16152-1,ENSG00000159228
P16150-1,ENSG00000197471
P16157-1,ENSG00000029534
Q16851-1,ENSG00000169764
Q16850-1,ENSG00000001630
Q16853-1,ENSG00000131471
Q3B726-1,ENSG00000105849
Q16854-1,ENSG00000114956
A0A6Q8PHR7-1,ENSG00000288625
Q16827-1,ENSG00000151490
A5YKK6-1,ENSG00000125107
B4DU55-1,ENSG00000234284
Q5R3K3-1,ENSG00000188820
P20853-1,ENSG00000198077
P20851-1,ENSG00000123843
A6NNL0-1,ENSG00000188199
Q6NWY9-1,ENSG00000110844
P54368-1,ENSG00000104904
P11511-1,ENSG00000137869
P20585-1,ENSG00000113318
Q16270-1,ENSG00000163453
Q9BZV1-1,ENSG00000167671
Q9NVE4-1,ENSG00000182791
P61129-1,ENSG00000188177
P49773-1,ENSG00000169567
P49771-1,ENSG00000090554
P49770-1,ENSG00000119718
O15527-1,ENSG00000114026
O15524-1,ENSG00000185338
O15522-1,ENSG00000136327
O15523-1,ENSG00000067048
O15520-1,ENSG00000070193
O95633-1,ENSG00000070404
O95630-1,ENSG00000124356
O95631-1,ENSG00000065320
O15528-1,ENSG00000111012
O15529-1,ENSG00000126251
P05937-1,ENSG00000104327
A0MZ66-1,ENSG00000187164
Q9BZ23-1,ENSG00000125779
Q8N8K9-1,ENSG00000165185
A0A0B4J280-1,ENSG00000211819
Q6NVU6-1,ENSG00000176125
Q13733-1,ENSG00000132681
Q96EN8-1,ENSG00000075643
Q96NZ8-1,ENSG00000127578
Q96NZ9-1,ENSG00000165828
Q9UN42-1,ENSG00000101892
P51460-1,ENSG00000248099
Q86SK9-1,ENSG00000145284
Q05481-1,ENSG00000167232
Q86V25-1,ENSG00000143494
Q86V24-1,ENSG00000006831
Q86V21-1,ENSG00000081760
Q86V20-1,ENSG00000122376
Q08623-1,ENSG00000130021
P48426-1,ENSG00000150867
P29279-1,ENSG00000118523
P29274-1,ENSG00000128271
Q6W5P4-1,ENSG00000187258
Q01740-1,ENSG00000010932
Q96DE0-1,ENSG00000198585
A0A2R8YFM6-1,ENSG00000285231
Q96A54-1,ENSG00000159346
Q7Z5G4-1,ENSG00000147533
O94769-1,ENSG00000106823
Q96A57-1,ENSG00000089063
Q9Y697-1,ENSG00000244005
Q9UGM3-1,ENSG00000187908
Q96DE9-1,ENSG00000197021
Q9UGM1-1,ENSG00000174343
Q9UGM6-1,ENSG00000116874
Q9UGM5-1,ENSG00000090512
P16989-1,ENSG00000060138
P35749-1,ENSG00000133392
Q6ULP2-1,ENSG00000119844
P32856-1,ENSG00000111450
P35499-1,ENSG00000007314
P35498-1,ENSG00000144285
O75554-1,ENSG00000120688
O75556-1,ENSG00000124939
Q5VT25-1,ENSG00000143776
O75553-1,ENSG00000173406
Q8TAS1-1,ENSG00000152332
Q15198-1,ENSG00000104213
O75083-1,ENSG00000071127
Q32M78-1,ENSG00000196110
Q5TA45-1,ENSG00000127054
Q8NFB2-1,ENSG00000269556
M0QZD8-1,ENSG00000188897
O43653-1,ENSG00000167653
P61952-1,ENSG00000127920
O43657-1,ENSG00000000003
P61956-1,ENSG00000188612
O00767-1,ENSG00000099194
Q9UQ26-6,ENSG00000176406
O00764-1,ENSG00000160209
Q9H4G1-1,ENSG00000101435
Q9H4G0-1,ENSG00000088367
Q9H4G4-1,ENSG00000122694
Q6PFW1-1,ENSG00000168781
Q9UF12-1,ENSG00000250799
Q9UF11-1,ENSG00000021300
B2RXF5-1,ENSG00000179627
B2RXF0-1,ENSG00000234224
A0A1B0GV85-1,ENSG00000250673
Q9BUH8-1,ENSG00000183092
Q9BWF3-1,ENSG00000173933
Q5VZR2-1,ENSG00000188152
P60606-1,ENSG00000178531
P60604-1,ENSG00000184787
P60602-1,ENSG00000125995
Q5W0Z9-1,ENSG00000180776
P22570-1,ENSG00000161513
Q58EX2-1,ENSG00000069188
Q01726-1,ENSG00000258839
Q96M11-1,ENSG00000198331
Q9BPX3-1,ENSG00000109805
Q9BPX1-1,ENSG00000087076
Q9BPX7-1,ENSG00000136197
Q9BPX5-1,ENSG00000136950
Q9NXB9-1,ENSG00000197977
Q9NQZ8-1,ENSG00000197951
Q9C086-1,ENSG00000115274
Q9NQZ7-1,ENSG00000198018
Q9NQZ6-1,ENSG00000126970
Q9NQZ3-1,ENSG00000188120
Q9NQZ2-1,ENSG00000132467
Q3MIW9-1,ENSG00000257232
Q8ND76-1,ENSG00000108100
Q9BZW2-1,ENSG00000081800
Q9BZW5-1,ENSG00000136404
Q99592-1,ENSG00000179456
Q9BZW8-1,ENSG00000122223
Q8IWL2-1,ENSG00000122852
A6NNW6-3,ENSG00000188316
Q08AE8-1,ENSG00000134278
Q8IWL8-1,ENSG00000281139
Q9BWW4-1,ENSG00000157216
O76041-1,ENSG00000078114
Q9NRX4-1,ENSG00000054148
Q9NRX5-1,ENSG00000111897
Q53EZ4-1,ENSG00000138180
Q9NRX1-1,ENSG00000115946
Q9NRX2-1,ENSG00000158042
Q9NRX3-1,ENSG00000185633
P63010-1,ENSG00000006125
A0A1W2PS18-1,ENSG00000283758
Q96J87-1,ENSG00000140488
C9JDP6-1,ENSG00000228607
Q04912-1,ENSG00000164078
Q9P2A4-1,ENSG00000108798
O15226-1,ENSG00000186416
P01721-1,ENSG00000211640
P08603-1,ENSG00000000971
A6NDA9-1,ENSG00000204033
P83369-1,ENSG00000155858
P18583-1,ENSG00000159140
Q8IZ13-1,ENSG00000221886
Q8IZ16-1,ENSG00000185955
P28698-1,ENSG00000099326
Q5JSJ4-1,ENSG00000165359
Q99661-1,ENSG00000142945
Q8TBF8-1,ENSG00000157470
Q99665-1,ENSG00000081985
P18054-1,ENSG00000108839
Q86VI4-3,ENSG00000104341
Q86VI3-1,ENSG00000183856
Q86VI1-1,ENSG00000179044
A0A0K0K1E9-1,ENSG00000253291
Q6ZMN8-1,ENSG00000205089
P00450-1,ENSG00000047457
Q8N4M1-1,ENSG00000143036
Q96NW7-1,ENSG00000033122
Q9UGV2-1,ENSG00000101079
P42081-1,ENSG00000114013
A0A075B6V5-1,ENSG00000211815
P30954-1,ENSG00000196184
P30953-1,ENSG00000180016
P82909-1,ENSG00000134056
A0A1B0GTQ4-1,ENSG00000262179
A0A0A6YYK6-1,ENSG00000211796
Q9Y5Q5-1,ENSG00000145244
Q9Y5Q6-1,ENSG00000172410
Q9Y5Q0-1,ENSG00000221968
Q9Y5Q3-1,ENSG00000204103
Q9Y5Q9-1,ENSG00000119041
Q9Y5Q8-1,ENSG00000148308
G9CGD6-1,ENSG00000074706
Q6PEY1-1,ENSG00000167874
Q6PEY0-1,ENSG00000164411
Q6PEY2-1,ENSG00000152086
A0A494C176-1,ENSG00000286131
Q8NB25-1,ENSG00000111879
Q9ULH1-1,ENSG00000153317
Q9ULH0-1,ENSG00000134313
Q9ULH7-1,ENSG00000186260
O15303-1,ENSG00000113262
P0C862-1,ENSG00000240654
P03372-1,ENSG00000091831
Q9P299-1,ENSG00000005243
Q7Z6K1-1,ENSG00000177683
P57772-1,ENSG00000132394
P57773-1,ENSG00000131233
P41279-1,ENSG00000107968
Q9HA82-1,ENSG00000090661
Q6B0B8-1,ENSG00000173825
Q8N7E2-1,ENSG00000175809
Q8NHC6-1,ENSG00000198452
Q8NHC7-1,ENSG00000177174
Q8NHC4-1,ENSG00000184155
Q8NHC5-1,ENSG00000196772
Q8NHC8-1,ENSG00000198104
Q96H40-1,ENSG00000256229
Q53F19-1,ENSG00000074356
P55884-1,ENSG00000106263
Q11203-1,ENSG00000126091
Q6XD76-1,ENSG00000187855
Q92844-1,ENSG00000136560
P62942-1,ENSG00000088832
P62945-1,ENSG00000229117
Q9BT67-1,ENSG00000131507
Q92994-1,ENSG00000185024
Q92995-1,ENSG00000058056
Q92997-1,ENSG00000161202
Q92990-1,ENSG00000174842
Q92993-1,ENSG00000172977
O14594-1,ENSG00000130287
O14595-1,ENSG00000175215
Q96CG8-1,ENSG00000164932
Q8NBX0-1,ENSG00000143653
O14598-1,ENSG00000129862
Q99766-1,ENSG00000125375
Q02575-1,ENSG00000171786
Q8IYT3-1,ENSG00000120262
Q8IYT2-1,ENSG00000180917
Q9H8Y1-1,ENSG00000133980
Q9UJX5-1,ENSG00000053900
Q9H8Y5-1,ENSG00000163516
Q8IYT4-1,ENSG00000167216
Q8IYT8-1,ENSG00000083290
Q9C0G0-1,ENSG00000215421
Q8IVT5-1,ENSG00000141068
Q8IVT2-1,ENSG00000099812
P28039-1,ENSG00000136250
P14410-1,ENSG00000090402
A0PJW8-1,ENSG00000163331
Q9BZH6-1,ENSG00000120008
A0PJW6-1,ENSG00000168569
Q9NX14-1,ENSG00000147123
Q13117-1,ENSG00000205944
Q13115-1,ENSG00000120875
Q13114-1,ENSG00000131323
Q13113-1,ENSG00000162366
Q13111-1,ENSG00000167670
Q13118-1,ENSG00000155090
Q9NRE2-1,ENSG00000182463
Q9NRE1-1,ENSG00000167346
P52757-1,ENSG00000106069
P52756-1,ENSG00000003756
O75762-1,ENSG00000104321
Q9Y261-1,ENSG00000125798
P54753-1,ENSG00000182580
O94822-1,ENSG00000198862
O94823-1,ENSG00000118322
P54756-1,ENSG00000145242
O94826-1,ENSG00000154174
O94827-5,ENSG00000171680
O94829-1,ENSG00000117408
Q17RP2-1,ENSG00000164296
P48200-1,ENSG00000136381
P48201-1,ENSG00000154518
P12829-1,ENSG00000198336
A0A1B0GW64-1,ENSG00000283288
Q6ZP29-1,ENSG00000040487
Q9NY28-1,ENSG00000130035
Q5JS13-1,ENSG00000136828
P19086-1,ENSG00000128266
P19087-1,ENSG00000134183
Q9NY56-1,ENSG00000122136
Q14667-1,ENSG00000007202
Q14669-1,ENSG00000153827
Q9H1Z9-1,ENSG00000182612
Q8NG68-1,ENSG00000114999
Q8NG66-1,ENSG00000114670
Q96BU1-1,ENSG00000116497
Q12798-1,ENSG00000177143
Q12796-1,ENSG00000146278
Q12797-1,ENSG00000198363
Q12794-1,ENSG00000114378
Q12792-2,ENSG00000151239
Q12791-1,ENSG00000156113
Q96HV5-1,ENSG00000163900
P62191-1,ENSG00000100764
P62195-1,ENSG00000087191
P58062-1,ENSG00000145879
P51589-1,ENSG00000134716
Q9BX79-1,ENSG00000137868
Q9BVN2-1,ENSG00000160753
P51582-1,ENSG00000186912
P51587-1,ENSG00000139618
P56282-1,ENSG00000100479
Q4AE62-1,ENSG00000121964
P49638-1,ENSG00000137561
P49639-1,ENSG00000105991
P61086-1,ENSG00000078140
P61081-1,ENSG00000130725
Q96BA8-1,ENSG00000157613
Q9Y6W5-1,ENSG00000158195
Q9Y6W3-1,ENSG00000131375
Q96IX5-1,ENSG00000173915
P17019-1,ENSG00000182141
Q6UX06-1,ENSG00000102837
Q6UX07-1,ENSG00000167536
Q15223-1,ENSG00000110400
P17014-1,ENSG00000164631
P17017-1,ENSG00000105708
Q03395-1,ENSG00000149489
Q03393-1,ENSG00000150787
P16444-1,ENSG00000015413
O00337-1,ENSG00000156222
O00330-1,ENSG00000110435
O00339-1,ENSG00000132561
O00338-1,ENSG00000198203
Q13946-1,ENSG00000205268
Q9UL33-1,ENSG00000167515
Q9UL36-1,ENSG00000130856
Q969Y0-1,ENSG00000144815
Q969Y2-1,ENSG00000130299
Q96SN8-1,ENSG00000136861
Q96SN7-1,ENSG00000160991
P60022-1,ENSG00000164825
Q6ZU67-1,ENSG00000188848
Q6ZU64-1,ENSG00000181378
Q6ZU65-1,ENSG00000157741
Q9Y244-1,ENSG00000132963
Q9Y247-1,ENSG00000145945
Q9Y241-1,ENSG00000181061
Q9Y240-1,ENSG00000105472
Q9Y243-1,ENSG00000117020
Q9Y242-1,ENSG00000137310
Q9Y248-1,ENSG00000131153
P22310-1,ENSG00000244474
Q8N9H9-1,ENSG00000175262
P22314-1,ENSG00000130985
P27797-1,ENSG00000179218
P54851-1,ENSG00000213853
Q01538-1,ENSG00000196132
Q4QY38-1,ENSG00000205882
Q01534-1,ENSG00000258992
P62072-1,ENSG00000134809
Q6ISB3-1,ENSG00000083307
P16860-1,ENSG00000120937
O43759-1,ENSG00000100321
Q8N3G9-1,ENSG00000166448
A0A075B759-1,ENSG00000271567
Q7KZN9-1,ENSG00000014919
Q6BDS2-1,ENSG00000065060
Q8NGE2-1,ENSG00000179615
Q8NEA9-1,ENSG00000244234
Q8NEA5-1,ENSG00000177025
Q8NEA4-1,ENSG00000153832
Q8NEA6-1,ENSG00000107249
A6NDE4-1,ENSG00000242875
P0DJ07-1,ENSG00000229833
Q6P2E9-1,ENSG00000038358
